,x,y,word
0,0.3550559311156406,-0.20202588258408066,-day
1,0.24241477302636086,-0.08789295663058379,-degree
2,0.697425743186146,-0.5593214069345527,-degrees
3,0.5097800762920107,-0.6288244608753553,-degrees-c
4,0.6998448674197032,-0.15310516857055648,-foot
5,1.213582586335521,-0.3375571165462787,-inch
6,0.17808632425618773,-0.2515473442557697,-month
7,0.3493484462448163,0.06541241472369676,-yard
8,0.8811358714570455,-0.7942839256245683,-year
9,1.9120212449008958,0.029512292576427766,-year-old
10,0.3310388768341901,0.05225175470595512,aaron
11,0.7394285363013318,-0.113633104480705,abandon
12,1.1289999263095176,-0.08165987486840415,abandoned
13,0.3172705002860967,-0.026914682641885866,abandoning
14,0.39421214359712126,-0.30734964651983276,abandonment
15,0.3025206931910934,0.14606518494643864,abbey
16,0.2516892314481204,0.12874948154535887,abdomen
17,0.2719325418311568,-0.08281840715624715,abide
18,0.20184958198351927,-0.099931078587277,abiding
19,0.4893258921335502,-0.4518307548846883,abilities
20,3.215899457765976,-1.4990902006819427,ability
21,9.47795029366263,-1.6541778482648781,able
22,1.0536655736391434,0.18823597295762068,aboard
23,0.3357833926344575,-0.347808522004029,abolish
24,0.4368268170589755,-0.2441614733568091,abolition
25,0.27261947208128523,0.027356473776118027,abortion
26,0.2841864612074694,-0.05140548626306398,abraham
27,0.22073983552502124,-0.027150935684494545,abreast
28,2.3650389758878894,-2.129972252809562,abroad
29,0.7900524920274234,-0.30631944403979866,abrupt
30,0.8293065763075417,0.8453767252725197,abruptly
31,2.0001441151726627,-1.0595347344911636,absence
32,1.060976537361894,-0.1484010884970649,absent
33,0.30259883935366033,0.3324903151344007,absently
34,1.156991005676581,-0.6509242288366806,absolute
35,1.1713719946837644,0.009625448806467228,absolutely
36,0.5406658953135229,-0.3517790791831095,absorb
37,0.9337482697359989,-0.2718905026984278,absorbed
38,0.3409869674664395,-0.2307256633661251,absorption
39,1.3692779136212156,-0.6578553795050607,abstract
40,0.6162877047057931,-0.37026257075056007,abstraction
41,0.27975533441083017,-0.22130515299475964,abstractions
42,0.710565597427908,0.10727850243488293,absurd
43,0.33870620398860196,0.076522062537642,absurdity
44,0.5898705613146388,-0.10314690199987196,abundance
45,0.3813492544145495,-0.16037725534318212,abundant
46,0.7638946746302285,-0.2608591012691251,abuse
47,0.2240281515073272,-0.06980038128786989,abused
48,2.3741553935164785,-1.9326302926005199,academic
49,1.0842691197964678,-0.2637045789559481,academy
50,0.16586814772452768,-0.10314764934476149,accelerate
51,0.5354144668642068,-0.4668336729010923,accelerated
52,0.25549742029909767,-0.20872855552695035,accelerating
53,0.5558124496347175,-0.378325682970679,acceleration
54,0.37424977202559234,0.08679810544997738,accent
55,0.20868980277256405,-0.034873600353049636,accents
56,3.2389170916600443,-0.9259625847621256,accept
57,0.8092633918735805,-0.8076754078000465,acceptable
58,1.9845379187824048,-1.6206518509744923,acceptance
59,4.104342027577975,-1.067412174887317,accepted
60,0.941514758401579,-0.02232538177218982,accepting
61,0.22585507747844752,-0.21837054512560777,accepts
62,1.0229777650235095,-1.0308067334841635,access
